StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,part3_id,SAQ01,MCQ01,SAQ02,MCQ02,SAQ03,MQ03,SAQ04,MCQ04,SAQ05,MCQ05,SAQ06,MCQ06,SAQ07,MCQ07,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_BallotBoxStuffing,PROLIFIC_PID
29/04/2026 10:30,29/04/2026 10:43,IP Address,100,778,TRUE,29/04/2026 10:43,R_8qwylWJqhfcvo2i,anonymous,EN,1,5870336cdb3e720001e230cd,some wild tea leaves accidentally fell into his pot of boiling water and he enjoyed the taste,As a vegetable,Tea leaves are steamed and dried before being ground into a fine green powder,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, porcelain, silk","silver, opium",China ceded Hong Kong to Britain due to its defeat in the first opium war. This allowed Britian to have a trading port in Hong Kong,To grow tea themselves and control the market,The clipper ship was used to facilitate high speed trade to deliver tea from China to Europe,second,seeds and plants were taken to japan by travellers and envoys,Dutch traders brought tea to Europe,she created a ritual of drinking tea in the afternoon which became very popular,double,6,complete,,,5870336cdb3e720001e230cd
29/04/2026 10:33,29/04/2026 10:43,IP Address,100,648,TRUE,29/04/2026 10:43,R_8aLEzmBjZNQFi59,anonymous,EN,1,698383a5501f2146dff5966a,He thought the leaves could be herbal medicine to help cure poisoning.,As a vegetable,Grinding the tea leaves into powder.,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, silk and tea","silver, opium",They lost in the war and this was part of the agreement in order for them to end the conflict.,To grow tea themselves and control the market,There was competition between the trading companies to make more money from the tea.,second,One of the monks brought tea over from China.,Dutch traders brought tea to Europe,For bringing tea leaves to Europe.,10 times more than,7,complete,,,698383a5501f2146dff5966a
29/04/2026 10:34,29/04/2026 10:44,IP Address,100,542,TRUE,29/04/2026 10:44,R_8dnJqs4PK2MdyCr,anonymous,EN,1,5dd2d8126ac608000a330132,"sitting under a tree, eating falling or fallen tea leaves, possibly to try and cure food poisoning or a stomach upset.",As a vegetable,"tea leves ground up in a paste, water added, cake pressed, sugar or condiments added, then cake eaten as a food as a round flat cake.",cut down on the export of porcelain and silk to make tea the main export good,"silk, tea, porcelain ","silver, opium","because china lost the opium wars, and this was a treaty settlement in favour of the british isles.",To grow tea themselves and control the market,The east india company. Thermopolae or cutty sark sailing 'clipper' ships.,second,"by a mystic who sat under a tree plant, and eat a falling leaf to supposedly cure food poisoning.",English traders brought tea to Europe,"Making tea drinking popular in Europe as a drink, rather than as an eaten food.",10 times more than,5,complete,,,5dd2d8126ac608000a330132
29/04/2026 10:43,29/04/2026 10:47,IP Address,100,236,TRUE,29/04/2026 10:47,R_8rTm0IAMHHPFJ89,anonymous,EN,1,58713c5e58ca4c00018ce3ea,On a tree,As a vegetable,Whisking tea with a wooden brush,shifted the standard from tea pressed into cakes to loose leaf tea,tea,"gold, opium",To appease them,To grow tea themselves and control the market,To transport tea,second,By boat,Dutch traders brought tea to Europe,Bringing tea to England,double,5,complete,,,58713c5e58ca4c00018ce3ea
29/04/2026 10:36,29/04/2026 10:49,IP Address,100,776,TRUE,29/04/2026 10:49,R_2PzAx8uBWLzkS4z,anonymous,EN,1,571a1295c97ad400123ab3bd,A leaf floated into the farmers mouth,As a vegetable,"Matcha was made with the tea leaves, heat and moisture",cut down on the export of porcelain and silk to make tea the main export good,Tea silk ,"gold, opium",Don't know,To involve India in the war between Britain and China,Trade of opium for tea,second,Via art,English traders brought tea to North America,Silk,10 times more than,3,complete,,,571a1295c97ad400123ab3bd
29/04/2026 10:35,29/04/2026 10:51,IP Address,100,920,TRUE,29/04/2026 10:51,R_2U0oR7e6PDOcqLD,anonymous,EN,1,675230b036aa5c694a8c4dd5,He poisoned himself accidentally and before the poisons could end his life a tea leave landed in his mouth and he chewed on it which resulted in him discovering tea.,As a vegetable,Matcha was made by grounding up tea leaves and mixing with hot water.,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, silk and tea were the three essential export goods","silver, opium",The British took over Hong Kong during a war called the opium war and the British took over,To grow tea themselves and control the market,The sale of tea was vast and this led to the creation of the clipper ship.,second,In the 9th century tea was introduced by creating cakes and grinding it into a powder,Dutch traders brought tea to Europe,She was credited of introducing her husband to drinking tea which introduced the British to the tea culture we know today,10 times more than,7,complete,,,675230b036aa5c694a8c4dd5
29/04/2026 10:43,29/04/2026 10:55,IP Address,100,706,TRUE,29/04/2026 10:55,R_2Glh7pXo3pRaTo4,anonymous,EN,1,64137cf15dfe79e9ff198054,He found tea leaves which had nice scent and aromatic flavour. He mixed tea leaves in food and started consuming it.,As a vegetable,Matcha which is a form of tea was made from tea leaves. Tea leaves were crushed in solid blocks which was then changed to a powder form . The powder was mixed in hot water and was consumed as beverage called matcha.,cut down on the export of porcelain and silk to make tea the main export good,"Tea leaves, oil, paintings","silver, opium",Through ship export.,To grow tea themselves and control the market,Clipper ship was the sailboat which exported tea to the Europian countries from China.,second,It was exported and was consumed in a powder form mixed in hot water.,English traders brought tea to Europe,For making tea in hot water,10 times more than,5,complete,,,64137cf15dfe79e9ff198054
29/04/2026 10:46,29/04/2026 10:58,IP Address,100,742,TRUE,29/04/2026 10:58,R_21j5dUTyu9aB2X5,anonymous,EN,1,5f35050d72e95343c64aef66,I dont know,As a sauce,"it is steamed and then dried out , then ground down to create a powder form",shifted the standard from tea pressed into cakes to loose leaf tea,tea silk and porcelin,"silver, opium",Due to defeat in the opium war so they were forced to hand it over,To bring tea culture to India,Faster cargo transport of perishable goods was needed ,second,Buddhist monks used it as a medicinal purpose ,Dutch traders brought tea to Europe,she made tea popular to drink,10 times more than,5,complete,,,5f35050d72e95343c64aef66
29/04/2026 10:50,29/04/2026 11:01,IP Address,100,661,TRUE,29/04/2026 11:01,R_2dn2MdRp0fSCnnm,anonymous,EN,1,66742448a766391b65261301,"he was poisoned, a leaf of tea fell from a tree and into his mouth. He chewed on the leaf and was revived (cured of the poisoning)",As a seasoning,by drying tea leaves and making a fine powder from them,shifted the standard from tea pressed into cakes to loose leaf tea,"Silk, tea, opium","gold, opium",because he was not successful in destroying ships that traded opium for tea,To grow tea themselves and control the market,the need to quickly transport tea across the globe,first,in the form of dried cakes? via boats,Dutch traders brought tea to Europe,Bringing Tea to England,10 times more than,4,complete,,,66742448a766391b65261301
29/04/2026 10:59,29/04/2026 11:04,IP Address,100,265,TRUE,29/04/2026 11:04,R_8QQ9CsiVVe0vJMR,anonymous,EN,1,5da18dd5f362630015ee5f72,"he ate the leaves, but then by accident water dripped and it created the drink",As a vegetable,by picking the leaves ,shifted the standard from tea pressed into cakes to loose leaf tea,silk tea and porcelain,"silver, opium",unsure ,To grow tea themselves and control the market,it was created for the faster importation of tea,first,unsure ,English traders brought tea to Europe,introducing tea to england,10 times more than,5,complete,,,5da18dd5f362630015ee5f72
29/04/2026 10:33,29/04/2026 11:05,IP Address,100,1883,TRUE,29/04/2026 11:05,R_22DmbOIwe35Fw23,anonymous,EN,0.899999976,66d5b98153700fd933371467,tea by accident,As a vegetable,with chemicals,cut down on the export of porcelain and silk to make tea the main export good,electrics and cars as in goods,"gold, opium",because of the opium wars,To grow tea themselves and control the market,so it could race to be the fastest t get tea over here,first,by monks retunring,English traders brought tea to Europe,drinking tea,10 times more than,3,complete,,,66d5b98153700fd933371467
29/04/2026 11:02,29/04/2026 11:08,IP Address,100,373,TRUE,29/04/2026 11:08,R_2MMptpPpW1dvu2w,anonymous,EN,1,678ea8b3a094ea0ba1319d21,"He sampled several plants which were poisinous, he then discovered the tea leaves.",As a vegetable,macha was made by grinding down the tea leaves in to a fine powder,cut down on the export of porcelain and silk to make tea the main export good,"Tea, Silk and porcelain","gold, tobacco",Something to do with the war and thneir security!,To grow tea themselves and control the market,The high demand for the tea,second,Due to trading,Dutch traders brought tea to Europe,No idea,double,4,complete,,,678ea8b3a094ea0ba1319d21
29/04/2026 10:50,29/04/2026 11:08,IP Address,100,1108,TRUE,29/04/2026 11:08,R_8ltylf95wUa8IuO,anonymous,EN,1,6730f2e20f5915ff4ad2c07d,He took as an antidote to poison,As a vegetable,It was ground into powder,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, porcelain and silk","silver, opium",Due to being defeated in the opium war,To grow tea themselves and control the market,The transport of tea,second,By buddhist monks?,Dutch traders brought tea to Europe,For making tea popular?,10 times more than,7,complete,,,6730f2e20f5915ff4ad2c07d
29/04/2026 11:10,29/04/2026 11:19,IP Address,100,527,TRUE,29/04/2026 11:19,R_8TLEvtYo6Jh2R2N,anonymous,EN,1,5c5ca0ce4ee81200018eaf51,"He was poisoned 74 times, then as he was laying sick a tea leaf dropped into his mouth, he chewed it and was cured. 
",As a vegetable,"It was scraped off from a cake of dried tea, and heated in water or milk.",shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, tea, opium. ","silver, opium",The Opium Wars.,To grow tea themselves and control the market,The competition to be the fastest at shipping tea to the UK.,second,I don't know.,English traders brought tea to Europe,Popularising tea.,10 times more than,6,complete,,,5c5ca0ce4ee81200018eaf51
29/04/2026 11:15,29/04/2026 11:21,IP Address,100,351,TRUE,29/04/2026 11:21,R_2smQ5iNDrtxRidr,anonymous,EN,1,5984e46fc0334000018fdbbb,I don't remember,As a vegetable,Tea plants were harvested then dried in compressed cakes. These were then ground into matcha powder which was prepared as a drink by being whisked with hot water,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, porcelain and silk","silver, opium",In partial settlement of the opium war,To grow tea themselves and control the market,The commercial necessity to get tea back from China to Britain faster than one's competitors,second,"As a vegetable? not sure, sorry",English traders brought tea to Europe,Popularising the drinking of tea,10 times more than,6,complete,,,5984e46fc0334000018fdbbb
29/04/2026 11:15,29/04/2026 11:23,IP Address,100,478,TRUE,29/04/2026 11:23,R_8gjsIQjFDXFzY0h,anonymous,EN,1,613637a4f7a0e5359082010b,By finding the leaves and realising they were edible?,As a vegetable,The tea leaves were roasted and ground into a fine powder,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk, dye","silver, opium",To stop opium trading?,To grow tea themselves and control the market,Tea export from Hong Kong,second,Trade with China,English traders brought tea to Europe,Bringing tea to the Iberian peninsula,double,5,complete,,,613637a4f7a0e5359082010b
29/04/2026 11:22,29/04/2026 11:25,IP Address,100,197,TRUE,29/04/2026 11:25,R_87QQdoNUYpQuHbb,anonymous,EN,1,5c0a29b6c307a400016adb9f,by accident,As a vegetable,By compressing the tea in to cakes and then disolving the cakes in hot water.,shifted the standard from tea pressed into cakes to loose leaf tea,"Silk, Tea and porcelain ","silver, opium",To pay off debts,To grow tea themselves and control the market,The need to get tea to India and make tea more easily exportable,second,By trade with China,English traders brought tea to Europe,Making Tea popular in Europe,double,5,complete,,,5c0a29b6c307a400016adb9f
29/04/2026 11:20,29/04/2026 11:25,IP Address,100,339,TRUE,29/04/2026 11:25,R_2hTlzvdtaOAiIKS,anonymous,EN,1,6277fb597942c07d74b16b98,a tea leaf fell into his mouth and cured him when he was ill,As a vegetable,grinding tea leaves,cut down on the export of porcelain and silk to make tea the main export good,"tea, silk, tobacco","silver, opium",Don't know,To grow tea themselves and control the market,to transport tea around the world quickly,first,"A guy ate lots of different plants and got ill, then a tea leaf went into his mouth, curing him of his ailments",Dutch traders brought tea to Europe,Bringing tea to the country,10 times more than,5,complete,,,6277fb597942c07d74b16b98
29/04/2026 11:20,29/04/2026 11:26,IP Address,100,359,TRUE,29/04/2026 11:26,R_8HhsJocRp80c1Tm,anonymous,EN,1,559bbbdafdf99b7ce19d5b3d,"He was poisoned, sat down to rest and a tea leaf flew in his mouth and revitalized him ",As a vegetable,By mixing tea leaves with boiling water and stirring,shifted the standard from tea pressed into cakes to loose leaf tea,"Silk, porcelain, and tea. ","silver, opium",They lost the First Opium War ,To grow tea themselves and control the market,European powers competing against each other to bring tea back from China the fastest. ,second,Travellers to China discovered the Chinese drinking it and brought it back to Japan as plants to grow. ,Dutch traders brought tea to Europe,Making tea drinking fashionable among Europeans.,10 times more than,7,complete,,,559bbbdafdf99b7ce19d5b3d
29/04/2026 11:01,29/04/2026 11:30,IP Address,100,1739,TRUE,29/04/2026 11:30,R_2KxuZgAehAbyu70,anonymous,EN,1,6968cd8ed53f5a3a484cf82a,"He was poisoned, and a leaf drifted into his mouth. He chewed on the leaf and became better.",As a vegetable,"Heat tea, pack it into portable cakes, grind it into powder and mix it with hot water. This creates matcha.",shifted the standard from tea pressed into cakes to loose leaf tea,"Tea
Porcelain
Silk","silver, opium",I don't remember.,To grow tea themselves and control the market,To bring tea to Europe first to maximize their profit.,second,A Japanese brought the first tea plant to Japan. The Japanese did their own unique rituals around tea.,Dutch traders brought tea to Europe,She made the tea popular.,10 times more than,7,complete,,,6968cd8ed53f5a3a484cf82a
29/04/2026 11:20,29/04/2026 11:31,IP Address,100,692,TRUE,29/04/2026 11:31,R_8jTb5LtHWlX2Xap,anonymous,EN,1,697913a58dc4a9fc4359367a,he discovered tea in 2737 Bc Through a happy accident,As a vegetable,"Matcha is made by shading green tea leaves, drying them and grinding them into a fine powder",shifted the standard from tea pressed into cakes to loose leaf tea,"Silk. Tea, Porcelain","silver, opium",China ceded Hong Kong to Britain after losing thw first Opium war,To grow tea themselves and control the market,It was created to move goods faster especially tea during growing global trade,second,Tea was introduced to Japan in the 9th century mainly through cultural and religious exchanges with china during the Heian period,Dutch traders brought tea to Europe,Queen Catherine of Braganza is credited with popularising tea drinking in England in the 1600s,10 times more than,7,complete,,,697913a58dc4a9fc4359367a
29/04/2026 11:33,29/04/2026 11:38,IP Address,100,270,TRUE,29/04/2026 11:38,R_2HTw5ezHv664p2s,anonymous,EN,1,5a9ea9fe1ade740001b92063,he ground it into his porridge,As a vegetable,ground dried tea leaves into cakes then added milk? and whisked into it,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, porcelain, silk","silver, opium",Because it was an important port,To grow tea themselves and control the market,The need for it to be fast for trade routes,second,a botanist took tea plants and workers who knew how to grow it from China,Dutch traders brought tea to Europe,making tea drinking popular,10 times more than,7,complete,,,5a9ea9fe1ade740001b92063
29/04/2026 11:24,29/04/2026 11:39,IP Address,100,857,TRUE,29/04/2026 11:39,R_2xSmzJDnaZ5l0aL,anonymous,EN,1,5dffe96782a955c221410ed4,while sitting under the tree and a leave blew on his face,As a seasoning,by grinding leaves,shifted the standard from tea pressed into cakes to loose leaf tea,"porcelain, silk and tea","silver, opium",the ports,To grow tea themselves and control the market,to trade for tea leaves ,second,importing it ,English traders brought tea to Europe,growing tea,double,4,complete,,,5dffe96782a955c221410ed4
29/04/2026 11:30,29/04/2026 11:39,IP Address,100,560,TRUE,29/04/2026 11:39,R_2GEaOQ7IQHmJQ9S,anonymous,EN,1,63e6378e04ade071ebf9ff9c,Aftetr being poisoned,As a vegetable,"Matcha is made by shade growing tea plants, harvesting the leaves, steaming and drying them, removing stems and veins, and then grinding the leaves into a fine green powder using stone mills.",cut down on the export of porcelain and silk to make tea the main export good,tea,"silver, opium",losing the First Opium War,To grow tea themselves and control the market,To transport tea from China to Britain,second,Through a monk,English traders brought tea to Europe,popularizing tea drinking in England,10 times more than,5,complete,,,63e6378e04ade071ebf9ff9c
29/04/2026 11:34,29/04/2026 11:39,IP Address,100,314,TRUE,29/04/2026 11:39,R_2M55OoXY7gVpOm7,anonymous,EN,1,5cf656e90acc8f000147f643,He poisoned himself a lot and then a leaf fell into the water and he drank it which made him better. However there are no known poison cures that tea gives,As a vegetable,Squishing dry tea leaves into a cake shape,shifted the standard from tea pressed into cakes to loose leaf tea,Tea and pottery. I can't remember the third thing,"silver, opium",Something to do with opium wars and being smashed up by British vessels offshore,To grow tea themselves and control the market,Being able to get tea for China to Europe the fastest,second,Someone travelled to Japan with the plant so they could grow it,Dutch traders brought tea to Europe,She made Tea drinking popular,10 times more than,7,complete,,,5cf656e90acc8f000147f643
29/04/2026 11:26,29/04/2026 11:42,IP Address,100,969,TRUE,29/04/2026 11:42,R_29oHZ5PNVJtyYVK,anonymous,EN,1,696c14c4c7de2d012b0911cb,"He poisoned himself with other edible grains, but before they could end his life he tried one more which later became tea  ",As a vegetable,It used to be eaten as a vegetable and later on some discovered that a combination of heat and water can create matcha ,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, porcelain and silk","silver, opium",because they got defeated by the British ,To grow tea themselves and control the market,to be able to bring more goods over from china ,second,from the British ,English traders brought tea to Europe,for making tea popular ,10 times more than,6,complete,,,696c14c4c7de2d012b0911cb
29/04/2026 11:41,29/04/2026 11:47,IP Address,100,375,TRUE,29/04/2026 11:47,R_2dsZUjvAPcAGhdW,anonymous,EN,0.800000012,58e1916827e7d900011035e0,A leaf blew into his mouth and made him better after he had been poisoned trying other leaves.,As a vegetable,The leaves were grounded,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk and porcelain","silver, opium",I cannot remember.,To bring tea culture to India,to bring tea quicker and fresh to Europe,second,I cannot remmember,English traders brought tea to Europe,making drinking tea fashionable ,double,4,complete,,,58e1916827e7d900011035e0
29/04/2026 11:41,29/04/2026 11:49,IP Address,100,453,TRUE,29/04/2026 11:49,R_2VbyMPFYfA67kwp,anonymous,EN,1,615f374cefabec945b04b5e9,"He got poisoned 72 times, and then he found a cure, which was a tea leaf. ",As a seasoning,In Japan by hand-picking leaves,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, ","silver, opium",There was a war over opium. ,To grow tea themselves and control the market,To bring more tea to Europe,first,I think monks from China brought it to Japan. I don't remember much,English traders brought tea to Europe,Changing the currency from silver to opium,10 times more than,4,complete,,,615f374cefabec945b04b5e9
29/04/2026 11:52,29/04/2026 11:57,IP Address,100,323,TRUE,29/04/2026 11:57,R_2EfARPKlosawRMY,anonymous,EN,1,6772ed734bf7106ee5415ab9,I am not sure/dont remember now ,As a vegetable,Tea was changed into cakes then  boiled to consume as a drink ,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain 
Silk
Tea","silver, opium",They lost the First opium war ,To grow tea themselves and control the market,To get a foothold of tea trade between China and Europe ,second,I dont remember exactly but I think it was Buddhist monks,Dutch traders brought tea to Europe,Introducing tea to the English people ,10 times more than,7,complete,,,6772ed734bf7106ee5415ab9
29/04/2026 11:52,29/04/2026 11:59,IP Address,100,463,TRUE,29/04/2026 11:59,R_2zucAsSVFJ3damT,anonymous,EN,1,6982564c515b987b2924bf9c,"he was poisoned, a leaf dropped inside his mouth and he chew it by mistake. He survived. He then discovered the tea",As a vegetable,matcha was firstly made by eating eat and then was introduced as drinking,allowed tea to be the subject of books and poetry,"silk, tea and porcelain","silver, opium",because lost the opium war ,To grow tea themselves and control the market,intense commercial pressure especially tea from China,second,they brought tea seeds to japan and they aknowledge the drinking of tea,English traders brought tea to Europe,because she introduced first the tea drinking in England,10 times more than,5,complete,,,6982564c515b987b2924bf9c
29/04/2026 11:43,29/04/2026 12:01,IP Address,100,1047,TRUE,29/04/2026 12:01,R_8FICHqbgGEB1Ky0,anonymous,EN,1,67aa54c162dc637de018fe18,"According to the ancient legend, a leaf drifted into Shennong’s mouth after he had accidentally poisoned himself, and when he chewed it, it revived him, leading to the discovery of tea.",As a vegetable,"Matcha was made by heating tea leaves, packing them into portable cakes, grinding them into powder, and then mixing the powder with hot water to create a beverage.",shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, porcelain, and silk.","silver, opium",China ceded Hong Kong to the British because it was defeated in the First Opium War and had to resume trading on unfavourable terms.,To grow tea themselves and control the market,Intense competition between Western trading companies to bring tea back to Europe first and maximize profits led to the creation of the clipper ship.,second,Tea was introduced to Japan in the 9th century when a Japanese monk brought the first tea plant from China to Japan.,Dutch traders brought tea to Europe,She is credited with making tea popular among the English aristocracy after marrying King Charles II in 1661.,10 times more than,7,complete,,,67aa54c162dc637de018fe18
29/04/2026 11:52,29/04/2026 12:11,IP Address,100,1132,TRUE,29/04/2026 12:11,R_2KI4XlElt6HuNKR,anonymous,EN,1,6664aff313672880c2b0ba59,The leaves fell and he got his servant to brew them in water.,As a seasoning,Matcha was made by grounding down the tea leaves into a powder.,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, silk, and tea gave China significant power and economic influence.","silver, opium",China ceded Hong Kong to the British after the Opium Wars,To grow tea themselves and control the market,The clipper ship was created to win the trade war and allow the East India Shipping company to transport tea. Tea had become so popular that they wanted to have the fastest shipping method and beat any competition.,second,Tea was introduced to Japan by monks who had visited China and took tea back to Japan,English traders brought tea to Europe,"I cannot recall her exact significance.  I have a memory of her being mentioned in the first video, so as a guess, she brought tea to Europe.",double,4,complete,,,6664aff313672880c2b0ba59
29/04/2026 12:10,29/04/2026 12:15,IP Address,100,249,TRUE,29/04/2026 12:15,R_2GTWyt0VM3Wg4ag,anonymous,EN,1,5ba2a1c8c96df90001ce9159,he came across it in the forest and tried it,As a vegetable,from a plant mixed with the tea plant,cut down on the export of porcelain and silk to make tea the main export good,"shipping, tea,","silver, tobacco",im not sure,To bring tea culture to India,transporting tea in it,second,unsure,English traders brought tea to Europe,bringing tea to the UK,double,2,complete,,,5ba2a1c8c96df90001ce9159
29/04/2026 12:01,29/04/2026 12:27,IP Address,100,1574,TRUE,29/04/2026 12:27,R_8IaCqWRDYDxxKgF,anonymous,EN,1,5ceac2dd06aa230001363420,When a wild tea leaf fell into his pot of boiling water.,As a drink,"Shading tea plants before harvest to boost chlorophyll, then steaming, drying and removing stems from leaves to create tencha.",shifted the standard from tea pressed into cakes to loose leaf tea,Not sure,"gold, opium",Not sure,To bring tea culture to India,Can't remember,first,By Buddhist monks,English traders brought tea to Europe,Popularized tea drinking in Britain,10 times more than,2,complete,,,5ceac2dd06aa230001363420
29/04/2026 12:27,29/04/2026 12:31,IP Address,100,286,TRUE,29/04/2026 12:31,R_8QIVxQm6QmOxnod,anonymous,EN,0.800000012,6759bb1db4ca495276aefe4d,He stumbled upon it while collecting herbs. ,As a vegetable,The leaves were boiled and mixed with some kind of powder then pressed into cakes. ,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, tea and opium","silver, opium",It was part of the settlement of the Opium wars and gave them a port. ,To grow tea themselves and control the market,"The need to get the tea to Europe while it was fresh, without stopping on the way. ",second,"Can't remember, would have to guess. ",English traders brought tea to Europe,Making tea drinking fashionable among the upper classes. ,double,5,complete,,,6759bb1db4ca495276aefe4d
29/04/2026 12:06,29/04/2026 12:39,IP Address,100,1974,TRUE,29/04/2026 12:39,R_8VudYdZheNt3Zct,anonymous,EN,1,5fb551ccab996500099ab1aa,I cant remember ,As a drink,"Matcha was made by growing tea leaves, then steaming, drying, and removing something. The leaves would then produce a green powder that is whisked with hot water to drink.",cut down on the export of porcelain and silk to make tea the main export good,I don't remember ,"silver, opium",It lost the opium war and was forced to give it up. ,To grow tea themselves and control the market,"competition, having the fastest ship meant getting two trade places quickly and beating the competition. ",first,I don't remember  ,English traders brought tea to Europe,I don't remember  ,10 times more than,3,complete,,,5fb551ccab996500099ab1aa
29/04/2026 12:49,29/04/2026 12:55,IP Address,100,359,TRUE,29/04/2026 12:55,R_8kFCbdKOBRNNzrH,anonymous,EN,1,602d1d984787306b190f0b43,He was poisoned by accident and then a tea leaf blew into his mouth and cured him.,As a vegetable,A cake comprised of tea leaves was put in a pot with hot water and honey.,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk and gunpowder","silver, opium",To end the opium wars.,To grow tea themselves and control the market,The need to transport tea quickly.,second,It spread from China,English traders brought tea to Europe,Don't know.,double,5,complete,,,602d1d984787306b190f0b43
29/04/2026 12:47,29/04/2026 13:01,IP Address,100,856,TRUE,29/04/2026 13:01,R_8uL74oExQ02ogCZ,anonymous,EN,1,6768434c73d3cbf6add74da9,he chewed on the leaf and it healed his poisoning,As a vegetable,It was made by grinding the tea leaves up into powder,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk, porcelain?","silver, opium",To chill the war out?,To grow tea themselves and control the market,For the dutch taking tea to europe?,second,Monks?,Dutch traders brought tea to Europe,Making tea popular with the brits,10 times more than,7,complete,,,6768434c73d3cbf6add74da9
29/04/2026 12:57,29/04/2026 13:16,IP Address,100,1137,TRUE,29/04/2026 13:16,R_8KZ930uvugmQffu,anonymous,EN,1,6978c457ed039d215eea38c4,"According to the video, the legend states that Shennong discovered tea when he was searching for grains and herbs then he got poisioned by some leaves then he ate the tea leaves and didn't die. ",As a vegetable,"Matcha was first made by drying the tea leaves and moulding them into cake form and then grinding to powder to make the tea. Then it evolved later to just steaming, drying, removing the stems, and grinding into fine green powder. ",shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, Porcelain, and Silk","silver, opium","This was as a result of the defeat in the first Opium war. It was part of an unequal treaty after China lost the war tied to trade disputes , especially over Opium. ",To grow tea themselves and control the market,it was the intense commercial competieion and race for speed import and exportation of tea in global trade that led to the creation.,second,Tea was introduced into Japan through the buddhist monk travelling to China,Dutch traders brought tea to Europe,She was creditied with popularizing tea drinking in England in the 1660s,10 times more than,7,complete,,,6978c457ed039d215eea38c4
29/04/2026 13:15,29/04/2026 13:23,IP Address,100,457,TRUE,29/04/2026 13:23,R_8f8kaHPL0NZnhCC,anonymous,EN,1,66cdced52b59520d110dc694,he was poisoned because of something he ate and therefore he tried the leaves and was cured,As a vegetable,when tea leaves were made as powder form ,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk and porcelain ","silver, opium",Because of the conflict,To grow tea themselves and control the market,To deliver tea to europe as soon as possible and to compete with other careers of tea,second,An emperor came to china and took tea tree with him back to japan,English traders brought tea to Europe,introducing  tea to english people,10 times more than,6,complete,,,66cdced52b59520d110dc694
29/04/2026 13:15,29/04/2026 13:23,IP Address,100,468,TRUE,29/04/2026 13:23,R_2vieZppRDwxubzF,anonymous,EN,1,5ea0b2cbf710490ac2644b7e,tea leaves fell into some water,As a vegetable,it was made from coffee,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk, rice","gold, opium",as compensation for stop selling opium into China,To grow tea themselves and control the market,the Cutty Sark,first,as a cake,English traders brought tea to Europe,introducing tea to England,double,3,complete,,,5ea0b2cbf710490ac2644b7e
29/04/2026 13:17,29/04/2026 13:23,IP Address,100,380,TRUE,29/04/2026 13:23,R_2foJmlUA4rZnOBr,anonymous,EN,1,5fac4dc60d67201ffe756ca1,he chewed on a leaf,As a vegetable,with a cake of leaves that was crumbled into hot water,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk, porcelain","silver, opium",they gave it after the first opium war so Britain had a permanent trading base,To grow tea themselves and control the market,to bring tea from India at speed,second,monks,Dutch traders brought tea to Europe,she introduced tea to the English market,10 times more than,7,complete,,,5fac4dc60d67201ffe756ca1
29/04/2026 13:12,29/04/2026 13:25,IP Address,100,754,TRUE,29/04/2026 13:25,R_2HifAYrbwL4Lk4J,anonymous,EN,1,5f10d13957b4763f401690e5,It was accidental.,As a vegetable,By turning tea leaves into powder.,cut down on the export of porcelain and silk to make tea the main export good,Tea,"silver, opium",because they were defeated.,To grow tea themselves and control the market,The need for a faster ship.,second,I am no longer sure,Dutch traders brought tea to Europe,I am no longer sure.,10 times more than,6,complete,,,5f10d13957b4763f401690e5
29/04/2026 13:20,29/04/2026 13:25,IP Address,100,287,TRUE,29/04/2026 13:25,R_8OIuf1mOOggL84f,anonymous,EN,1,5bbc3d95f1f9ba000141d855,He saw it growing and tasted it,As a vegetable,It was crushed tea leaves made into little cakes,shifted the standard from tea pressed into cakes to loose leaf tea,porcelain tea and silk,"silver, opium",They gave away territory to the British in return for silver,To grow tea themselves and control the market,Tea became very profitable and was hugely in demand. Fast ships were needed to get the product to Europe,second,it was distributed from China,English traders brought tea to Europe,Making tea with boiling water,double,5,complete,,,5bbc3d95f1f9ba000141d855
