StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,SC0,PROLIFIC_PID,RunningScore,QuestionCount
20/11/2025 12:20,20/11/2025 12:25,IP Address,100,352,TRUE,20/11/2025 12:25,R_2DjP4kv9uJpp7io,anonymous,EN,1,63ea46ac57c552d3b4ff83bc,(c) iPSCs are less controversial because they are derived from adult skin tissue.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(d) Researchers focusing on rare diseases instead of more common ones.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(c) They operate under different government regulations than academic labs.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(b) To protect valuable intellectual property from competing pharmaceutical companies.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,16,,16,20
20/11/2025 12:20,20/11/2025 12:27,IP Address,100,412,TRUE,20/11/2025 12:27,R_8kjLg45bLsIpSJr,anonymous,EN,1,592a8ee1dd1a250001b4ee72,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(d) They exclusively hire scientists who have worked in both academia and industry.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,19,,19,20
20/11/2025 12:20,20/11/2025 12:36,IP Address,100,926,TRUE,20/11/2025 12:36,R_2G6ZoawhI5TJzpt,anonymous,EN,1,5f57be602095072bb238a7ab,,,,,,,,,,,,,,,,,,,,,2.702,900.626,902.802,2,0,,0,0
20/11/2025 12:52,20/11/2025 13:00,IP Address,100,492,TRUE,20/11/2025 13:00,R_8I5h6XkriStLW12,anonymous,EN,1,672d2977ae54935ef84a2b74,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,"(b) A single disease, like diabetes, being treated with many different types of drugs.","(c) To prove that all human diseases have a single, common genetic origin.",(c) Can this drug be manufactured cheaply and distributed globally?,(d) They exclusively hire scientists who have worked in both academia and industry.,(a) They lack the laboratory space to conduct cutting-edge experiments.,(d) Manually created cells cannot be differentiated into specific tissue types.,"(a) Automated systems can reprogram cells without using viruses, making them safer.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(a) Directly cure complex neurodegenerative diseases.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(b) To protect valuable intellectual property from competing pharmaceutical companies.,(b) By providing an unlimited supply of the drug for more extensive testing.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,9,,9,20
20/11/2025 12:48,20/11/2025 13:03,IP Address,100,929,TRUE,20/11/2025 13:03,R_23dTPnITF8b5H0u,anonymous,EN,1,5e3c4d1621c442033da7bcd8,,,,,,,,,,,,,,,,,,,,,0,0,906.303,0,0,,0,0
20/11/2025 12:51,20/11/2025 13:11,IP Address,100,1229,TRUE,20/11/2025 13:11,R_2aQD8Q8V2hfZFfT,anonymous,EN,1,66e2abbef5fe9e10f5bff804,,,,,,,,,,,,,,,,,,,,,0,0,1205.764,0,0,,0,0
20/11/2025 13:12,20/11/2025 13:24,IP Address,100,731,TRUE,20/11/2025 13:24,R_2ExLGqDskgzEYmg,anonymous,EN,1,58106d17a513590001b1ec9e,(d)  iPSCs are simpler and faster to generate in the lab than embryonic stem cells,(c) It provides a source of healthy motor neurons for transplantation into the patient.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(d) To allow any person to have their own personal stem cell line for therapy.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.",(c) It proves that all diseases are as complex and catastrophic as a plane crash.,(b) Reveal the fundamental cellular interactions underlying a disease.,(d) To highlight that both fields rely on the same laboratory techniques and equipment.,(c) To advance critical research without political and financial interference.,"(c) By creating a new, safer version of Vioxx using genetic engineering.",(c) To create a new group of patients who would not experience arthritis.,,,,,13,,13,20
20/11/2025 13:08,20/11/2025 13:24,IP Address,100,989,TRUE,20/11/2025 13:24,R_2HBq36qPzip4JHO,anonymous,EN,1,6103e1d7b7c388fda60e0bf6,,,,,,,,,,,,,,,,,,,,,433.109,764.845,901.258,4,0,,0,0
20/11/2025 13:12,20/11/2025 13:28,IP Address,100,934,TRUE,20/11/2025 13:28,R_22yS0WGe3zKLV3V,anonymous,EN,1,677a8e5affbe5673b3a79e6b,,,,,,,,,,,,,,,,,,,,,0,0,905.367,0,0,,0,0
20/11/2025 13:22,20/11/2025 13:38,IP Address,100,935,TRUE,20/11/2025 13:38,R_2qEA6V1LVHkg1uu,anonymous,EN,1,5ace82e135eccf0001a11c96,,,,,,,,,,,,,,,,,,,,,442.553,449.99,903.276,2,0,,0,0
20/11/2025 13:24,20/11/2025 13:41,IP Address,100,1027,TRUE,20/11/2025 13:41,R_8mxG4tNpITJXOgB,anonymous,EN,1,669a80310e64395f4edd70b6,(a) iPSCs can differentiate into a wider variety of cell types than embryonic stem cells.,(c) It provides a source of healthy motor neurons for transplantation into the patient.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(a) The lack of funding for late-stage clinical trials in human subjects.,(d) It would increase the failure rate by revealing more potential side effects.,(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,16,,16,20
20/11/2025 13:27,20/11/2025 13:43,IP Address,100,933,TRUE,20/11/2025 13:43,R_8pQNfNn5pVIBuen,anonymous,EN,1,5eca536f9aa4f658d641a7d9,,,,,,,,,,,,,,,,,,,,,0,0,905.074,0,0,,0,0
20/11/2025 13:58,20/11/2025 14:10,IP Address,100,708,TRUE,20/11/2025 14:10,R_2ZSIGuOCxoEJhcd,anonymous,EN,1,63d3f951dd046a4bc2b9cea9,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,20,,20,20
20/11/2025 14:27,20/11/2025 14:34,IP Address,100,463,TRUE,20/11/2025 14:34,R_8KrwFhL6KUUxBJJ,anonymous,EN,1,5a47473899311d0001df550e,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(d) They exclusively hire scientists who have worked in both academia and industry.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,19,,19,20
20/11/2025 14:28,20/11/2025 14:43,IP Address,100,927,TRUE,20/11/2025 14:43,R_2wMlyQI10sbNqFj,anonymous,EN,1,59ff1a23f2e3460001eda6d5,,,,,,,,,,,,,,,,,,,,,336.952,909.979,910.006,20,0,,0,0
20/11/2025 14:35,20/11/2025 14:50,IP Address,100,937,TRUE,20/11/2025 14:50,R_8PQVZH5PnWA298N,anonymous,EN,1,66faeeeafd0c076eec88cfcb,,,,,,,,,,,,,,,,,,,,,906.528,906.528,907.913,1,0,,0,0
20/11/2025 14:34,20/11/2025 14:53,IP Address,100,1173,TRUE,20/11/2025 14:53,R_2E0jO9UmBdivPRR,anonymous,EN,1,6020b4d4010b8e6e89d1a6a0,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(a) The overall impact of MND on a patient's quality of life and mobility.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,19,,19,20
20/11/2025 15:12,20/11/2025 15:29,IP Address,100,1065,TRUE,20/11/2025 15:29,R_8yf2SRMxrzNKAXA,anonymous,EN,1,671038fb26ff82aa6081d040,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(d) The drug was likely not tested on embryonic stem cells from that population.,(a) A drug being effective for one person but causing harmful side effects in another.,"(c) To prove that all human diseases have a single, common genetic origin.",(a) Is this drug more effective than a placebo in a double-blind study?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.",(d) It can perfectly reconstruct the damaged tissue after the disease has progressed.,(d) Confirm that all diseases are caused by multiple cell types.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,15,,15,20
20/11/2025 14:43,20/11/2025 15:30,IP Address,100,2817,TRUE,20/11/2025 15:30,R_2fiuT3v1eD6eekb,anonymous,EN,0.899999976,632b3639f61612815d100608,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(c) The inability to manufacture promising drug compounds on a large scale.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,"(b) A single disease, like diabetes, being treated with many different types of drugs.",(a) To ensure a representative model of the human population for drug testing.,(a) Is this drug more effective than a placebo in a double-blind study?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(a) They lack the laboratory space to conduct cutting-edge experiments.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.",(d) It can perfectly reconstruct the damaged tissue after the disease has progressed.,(a) Directly cure complex neurodegenerative diseases.,(b) To argue that stem cell research is only useful for addressing issues of infertility.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,13,,13,20
20/11/2025 15:21,20/11/2025 15:40,IP Address,100,1196,TRUE,20/11/2025 15:40,R_8IiOKIYPO0IdSut,anonymous,EN,1,6108f72b081cf2b1cbde83aa,,,,,,,,,,,,,,,,,,,,,0,0,935.747,0,0,,0,0
20/11/2025 15:36,20/11/2025 15:42,IP Address,100,396,TRUE,20/11/2025 15:42,R_2NBSYhjLg2sLttg,anonymous,EN,1,655e09fc282e4139c82f834a,(a) iPSCs can differentiate into a wider variety of cell types than embryonic stem cells.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,19,,19,20
20/11/2025 16:07,20/11/2025 16:23,IP Address,100,933,TRUE,20/11/2025 16:23,R_2GkTp2JYf7Io3qc,anonymous,EN,1,56ca3e3237d66c000c59a891,,,,,,,,,,,,,,,,,,,,,545.489,906.718,907.922,2,0,,0,0
20/11/2025 16:08,20/11/2025 16:25,IP Address,100,1033,TRUE,20/11/2025 16:25,R_8hWM5EHP8pjJROb,anonymous,EN,0.899999976,668173a56ae4ada528986b1d,,,,,,,,,,,,,,,,,,,,,1005.348,1005.348,1005.956,1,0,,0,0
20/11/2025 16:19,20/11/2025 16:28,IP Address,100,561,TRUE,20/11/2025 16:28,R_2dmgekmOCIq3hsA,anonymous,EN,0.800000012,5a9fa90f873cda00010d29d8,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(a) The lack of funding for late-stage clinical trials in human subjects.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,"(b) A single disease, like diabetes, being treated with many different types of drugs.",(a) To ensure a representative model of the human population for drug testing.,(a) Is this drug more effective than a placebo in a double-blind study?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(d) They are unable to secure the necessary patents for new discoveries,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,15,,15,20
20/11/2025 16:26,20/11/2025 16:39,IP Address,100,777,TRUE,20/11/2025 16:39,R_83x0TS4hGS522t3,anonymous,EN,1,6725c4a8e3ab0787551acf38,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(d) The strict government regulations that prevent most new drugs from being approved.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(d) To allow any person to have their own personal stem cell line for therapy.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(a) To prove that the initial arthritis trial results were incorrect.,,,,,15,,15,20
20/11/2025 16:29,20/11/2025 16:45,IP Address,100,944,TRUE,20/11/2025 16:45,R_2rZvx56aVABf8Zj,anonymous,EN,0.5,5e6a923f59a3bd04d5edc606,,,,,,,,,,,,,,,,,,,,,22.202,906.006,906.853,2,0,,0,0
20/11/2025 16:38,20/11/2025 16:54,IP Address,100,947,TRUE,20/11/2025 16:54,R_8Q3phU3KdVmwmxI,anonymous,EN,1,5ead58cf86ea9b025ef6c153,,,,,,,,,,,,,,,,,,,,,0,0,901.801,0,0,,0,0
20/11/2025 17:28,20/11/2025 17:56,IP Address,100,1703,TRUE,20/11/2025 17:56,R_2sxnRuMEe1k9qjT,anonymous,EN,1,5d812e3c613aa900188746a6,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(d) They are unable to secure the necessary patents for new discoveries,(d) Manually created cells cannot be differentiated into specific tissue types.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(d) Confirm that all diseases are caused by multiple cell types.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,16,,16,20
20/11/2025 18:39,20/11/2025 18:56,IP Address,100,1040,TRUE,20/11/2025 18:56,R_2S0jOurZV9bxV93,anonymous,EN,1,648978eef0a4e73b67c9c153,,,,,,,,,,,,,,,,,,,,,62.735,901.996,904.612,5,0,,0,0
20/11/2025 19:02,20/11/2025 19:13,IP Address,100,613,TRUE,20/11/2025 19:13,R_21KwiBhDOeRpmEp,anonymous,EN,0.899999976,5baa21188a01680001ff1a6f,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,(a) Statements 1 and 2,(d) The strict government regulations that prevent most new drugs from being approved.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(a) Directly cure complex neurodegenerative diseases.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,16,,16,20
20/11/2025 19:02,20/11/2025 19:47,IP Address,100,2669,TRUE,20/11/2025 19:47,R_2hGBonNoxs95XYb,anonymous,EN,1,5c8c22bafeeaeb0016207a00,,,,,,,,,,,,,,,,,,,,,1847.611,1847.611,2648.077,1,0,,0,0
20/11/2025 19:59,20/11/2025 20:15,IP Address,100,932,TRUE,20/11/2025 20:15,R_8U0gKirIwrsIqvw,anonymous,EN,1,677650da17489eb0f07dec0d,,,,,,,,,,,,,,,,,,,,,0,0,911.762,0,0,,0,0
20/11/2025 20:23,20/11/2025 20:39,IP Address,100,937,TRUE,20/11/2025 20:39,R_86mJlHum2pni3hD,anonymous,EN,1,5e98ccf370194e0f49a1333b,(c) iPSCs are less controversial because they are derived from adult skin tissue.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,(a) Statements 1 and 2,(b) The over-reliance on animal models that do not accurately predict human responses.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(d) To allow any person to have their own personal stem cell line for therapy.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,16,,16,20
20/11/2025 20:31,20/11/2025 20:46,IP Address,100,933,TRUE,20/11/2025 20:46,R_27IOAj0A8drEIz0,anonymous,EN,1,6753746b1f8827e2bd586bf0,,,,,,,,,,,,,,,,,,,,,3.966,898.958,901.388,3,0,,0,0
20/11/2025 20:29,20/11/2025 20:47,IP Address,100,1067,TRUE,20/11/2025 20:47,R_8pbUPeTp8foys7i,anonymous,EN,1,60fece5dbc60be057b1917aa,(c) iPSCs are less controversial because they are derived from adult skin tissue.,(b) It confirms that viruses are the only way to induce pluripotency in adult cells.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(a) The lack of funding for late-stage clinical trials in human subjects.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(a) They have more funding than both universities and pharmaceutical companies combined.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(c) The manual process is too dangerous for lab technicians.,(d) Automated systems can source skin cells from donors around the world.,"(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(a) Directly cure complex neurodegenerative diseases.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,12,,12,20
