StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1,Q2 ,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,SC0,PROLIFIC_PID,FL_14_DO,PsychedelicsFinalTest_DO
11/07/2025 03:11,11/07/2025 03:23,IP Address,100,686,TRUE,11/07/2025 03:23,R_2OwvYm2jqKBpMQV,anonymous,EN,0.899999976,669a80310e64395f4edd70b6,(a) They induce states of deep relaxation.,(b) Entirely novel cognitions brought about by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(a) A major impediment in our understanding of neural mechanisms.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(c) By encouraging acceptance and understanding of differing viewpoints.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(b) Guide the patient through a pre-set series of exercises.,(d) Enhancing the brain's capacity for logical reasoning.,(d) An increased feeling of detachment from others.,(a) Increased amygdala activity and reduced prefrontal cortex activity.,(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(a) MDMA would be available as a take-home prescription.,"(d) Statements 1, 2, 3, and 4",(a) A broader application of psychedelics for human flourishing.,7,669a80310e64395f4edd70b6,PsychedelicsFinalTest,Participant ID|Instructions|Q17|Q20|Q3|Q16|Q1|Q10|Q18|Q7|Q14|Q6|Q13|Q15|Q9|Q19|Q12|Q2 |Q5|Q11|Q8|Q4|Debrief
11/07/2025 03:10,11/07/2025 03:24,IP Address,100,861,TRUE,11/07/2025 03:24,R_2XdjQoYCQLZN72U,anonymous,EN,1,5edeea354d54cb1a825aa8f9,(c) They provide a means to explore our inner workings.,(d) The individual's own pre-existing mental contents.,(d) Focus on non-therapeutic applications before using them for therapy.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(b) The user’s prior unique experiences with other psychoactive drugs.,"(c) Statements 1, 2, 4",(c) By encouraging acceptance and understanding of differing viewpoints.,(b) Enhance professional and academic pursuits.,(b) Psychedelic therapy aims to resolve underlying issues.,(d) Test the drug's effects in isolation from therapy.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(b) Strengthening the individual's established sense of self.,(d) An increased feeling of detachment from others.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(c) The gradual replacement of other conventional therapies.,11,5edeea354d54cb1a825aa8f9,PsychedelicsFinalTest,Participant ID|Instructions|Q1|Q20|Q11|Q8|Q17|Q13|Q7|Q15|Q19|Q6|Q16|Q5|Q18|Q12|Q9|Q14|Q10|Q3|Q2 |Q4|Debrief
11/07/2025 03:10,11/07/2025 03:24,IP Address,100,894,TRUE,11/07/2025 03:24,R_2Ov26H0pXvH6jgz,anonymous,EN,1,66d1a9db2911b86aa59b4378,(d) They enhance memory recall and cognitive processing.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(c) The specific dosage administered to different individuals.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(d) Enhancing the brain's capacity for logical reasoning.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,14,66d1a9db2911b86aa59b4378,PsychedelicsFinalTest,Participant ID|Instructions|Q12|Q6|Q9|Q1|Q8|Q3|Q5|Q16|Q2 |Q10|Q17|Q13|Q11|Q14|Q4|Q15|Q18|Q7|Q20|Q19|Debrief
11/07/2025 03:20,11/07/2025 03:25,IP Address,100,298,TRUE,11/07/2025 03:25,R_8nc4FuyzgR0suzJ,anonymous,EN,0.899999976,6773d42d35be03a65cf4b3e1,(c) They provide a means to explore our inner workings.,(c) The individual’s immediate physical and social surroundings.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(a) A major impediment in our understanding of neural mechanisms.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(d) Enhancing the brain's capacity for logical reasoning.,(b) A perception of reality with less personal bias.,"(d) Increased hippocampus activity, decreased DMN activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,13,6773d42d35be03a65cf4b3e1,PsychedelicsFinalTest,Participant ID|Instructions|Q20|Q14|Q7|Q13|Q17|Q1|Q12|Q6|Q18|Q16|Q5|Q19|Q9|Q8|Q11|Q3|Q2 |Q15|Q10|Q4|Debrief
11/07/2025 03:11,11/07/2025 03:27,IP Address,100,949,TRUE,11/07/2025 03:27,R_8WtQgZwT2b6zeuJ,anonymous,EN,0.899999976,67c60b46b619cad09b65ab51,(a) They induce states of deep relaxation.,(c) The individual’s immediate physical and social surroundings.,(c) Implement stricter controls and ethical regulations early on.,(a) A major impediment in our understanding of neural mechanisms.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,"(a) Psychedelic therapy focuses on harmful, immediate behavioral changes.",(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(b) Guide the patient through a pre-set series of exercises.,(a) Permanently increasing the brain's overall plasticity.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(b) Focus on public education rather than clinical trials.,(b) Administration would only be done by specifically credentialed practitioners.,(c) Statements 2 and 3,(a) A broader application of psychedelics for human flourishing.,10,67c60b46b619cad09b65ab51,PsychedelicsFinalTest,Participant ID|Instructions|Q12|Q14|Q15|Q19|Q17|Q3|Q4|Q11|Q18|Q9|Q20|Q6|Q1|Q13|Q7|Q16|Q10|Q2 |Q5|Q8|Debrief
11/07/2025 03:15,11/07/2025 03:28,IP Address,100,778,TRUE,11/07/2025 03:28,R_2Eb8QfOYsNSebYU,anonymous,EN,1,60819ba1a8862e33495f8914,(d) They enhance memory recall and cognitive processing.,(b) Entirely novel cognitions brought about by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(c) Statements 1, 2, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(d) A shift in focus from treating severe mental illnesses.,13,60819ba1a8862e33495f8914,PsychedelicsFinalTest,Participant ID|Instructions|Q2 |Q1|Q4|Q6|Q12|Q5|Q9|Q11|Q3|Q10|Q15|Q7|Q16|Q14|Q19|Q13|Q18|Q20|Q8|Q17|Debrief
11/07/2025 03:21,11/07/2025 03:28,IP Address,100,380,TRUE,11/07/2025 03:28,R_2HdWvqN3y6RhEAO,anonymous,EN,0.800000012,6658ba167affbe300577b93d,(c) They provide a means to explore our inner workings.,(d) The individual's own pre-existing mental contents.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(d) Break down complex issues into simple solutions.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(a) Heightens sensory awareness and exploration.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,15,6658ba167affbe300577b93d,PsychedelicsFinalTest,Participant ID|Instructions|Q6|Q18|Q10|Q1|Q5|Q12|Q3|Q13|Q14|Q19|Q11|Q20|Q2 |Q8|Q15|Q9|Q7|Q16|Q17|Q4|Debrief
11/07/2025 03:19,11/07/2025 03:28,IP Address,100,552,TRUE,11/07/2025 03:28,R_8EFfk2acgsJ8Kh7,anonymous,EN,0.800000012,6007421356226920359b5f3e,(d) They enhance memory recall and cognitive processing.,(a) External stimuli amplified by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(a) The unstable and complex chemical composition of the substance.,"(b) Statements 2, 3",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(c) The gradual replacement of other conventional therapies.,14,6007421356226920359b5f3e,PsychedelicsFinalTest,Participant ID|Instructions|Q16|Q19|Q13|Q15|Q17|Q11|Q7|Q4|Q18|Q6|Q5|Q3|Q9|Q2 |Q1|Q8|Q20|Q14|Q12|Q10|Debrief
11/07/2025 03:23,11/07/2025 03:30,IP Address,100,404,TRUE,11/07/2025 03:30,R_2htKz81Z5eAmnRr,anonymous,EN,1,667c308704a084c0aeafb8b4,(d) They enhance memory recall and cognitive processing.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(c) By encouraging acceptance and understanding of differing viewpoints.,(b) Enhance professional and academic pursuits.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(b) Strengthening the individual's established sense of self.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(c) Statements 2 and 3,(a) A broader application of psychedelics for human flourishing.,14,667c308704a084c0aeafb8b4,PsychedelicsFinalTest,Participant ID|Instructions|Q1|Q3|Q7|Q15|Q11|Q2 |Q13|Q16|Q5|Q4|Q19|Q6|Q10|Q12|Q18|Q20|Q14|Q9|Q17|Q8|Debrief
11/07/2025 03:17,11/07/2025 03:31,IP Address,100,794,TRUE,11/07/2025 03:31,R_8kMIMlRFAqtbP3a,anonymous,EN,0.899999976,629ee9680199e14b1bfafaf3,(d) They enhance memory recall and cognitive processing.,(b) Entirely novel cognitions brought about by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(d) Enhancing the brain's capacity for logical reasoning.,(b) A perception of reality with less personal bias.,(a) Increased amygdala activity and reduced prefrontal cortex activity.,(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,13,629ee9680199e14b1bfafaf3,PsychedelicsFinalTest,Participant ID|Instructions|Q7|Q12|Q19|Q15|Q14|Q13|Q17|Q4|Q6|Q5|Q18|Q1|Q2 |Q3|Q10|Q8|Q11|Q20|Q9|Q16|Debrief
11/07/2025 03:29,11/07/2025 03:31,IP Address,100,115,TRUE,11/07/2025 03:31,R_2dssflOmrJupx8g,anonymous,EN,0.100000001,65bbf83dbe0f27e1a871bf48,(b) They promote for creative problem-solving abilities.,(b) Entirely novel cognitions brought about by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(b) An increase in the prevalence of illicit global drug trafficking.,(a) The unstable and complex chemical composition of the substance.,"(c) Statements 1, 2, 4",(c) By encouraging acceptance and understanding of differing viewpoints.,(c) Catalyze deep personal re-orientation and commitment to a cause.,"(a) Psychedelic therapy focuses on harmful, immediate behavioral changes.",(b) Minimize the need for therapy-client interaction in the healing process.,(d) Recreational use of MDMA can sometime lead to therapeutic insights.,(b) Guide the patient through a pre-set series of exercises.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(a) A heightened sense of confusion and disorientation.,"(d) Increased hippocampus activity, decreased DMN activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(c) Statements 2 and 3,(c) The gradual replacement of other conventional therapies.,5,65bbf83dbe0f27e1a871bf48,PsychedelicsFinalTest,Participant ID|Instructions|Q15|Q16|Q4|Q11|Q5|Q20|Q7|Q19|Q17|Q18|Q1|Q13|Q3|Q2 |Q8|Q6|Q9|Q10|Q12|Q14|Debrief
11/07/2025 03:22,11/07/2025 03:31,IP Address,100,546,TRUE,11/07/2025 03:31,R_8OQYSKch6XMJLvr,anonymous,EN,1,5efe25a46e799912a9e250c3,(d) They enhance memory recall and cognitive processing.,(a) External stimuli amplified by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(a) A major impediment in our understanding of neural mechanisms.,(d) The interplay between the individual’s mindset and usage environment.,"(b) Statements 2, 3",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(d) Enhancing the brain's capacity for logical reasoning.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(a) Heightens sensory awareness and exploration.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,"(d) Statements 1, 2, 3, and 4",(a) A broader application of psychedelics for human flourishing.,12,5efe25a46e799912a9e250c3,PsychedelicsFinalTest,Participant ID|Instructions|Q2 |Q1|Q13|Q14|Q19|Q11|Q6|Q9|Q16|Q20|Q10|Q4|Q5|Q17|Q8|Q3|Q12|Q7|Q15|Q18|Debrief
11/07/2025 03:27,11/07/2025 03:36,IP Address,100,502,TRUE,11/07/2025 03:36,R_8dp4VzCkkK5FNiP,anonymous,EN,1,5e1cc37a173db405a7a33774,(a) They induce states of deep relaxation.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(c) By encouraging acceptance and understanding of differing viewpoints.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,(a) Increased amygdala activity and reduced prefrontal cortex activity.,(b) Reduces a temporary state of euphoria.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(c) The gradual replacement of other conventional therapies.,12,5e1cc37a173db405a7a33774,PsychedelicsFinalTest,Participant ID|Instructions|Q9|Q19|Q4|Q3|Q1|Q17|Q7|Q14|Q5|Q11|Q16|Q8|Q6|Q18|Q15|Q12|Q10|Q2 |Q20|Q13|Debrief
11/07/2025 03:30,11/07/2025 03:38,IP Address,100,496,TRUE,11/07/2025 03:38,R_2oG9XFd9Q6JHqoq,anonymous,EN,0.300000012,65c8d7f023278532f6f49139,(c) They provide a means to explore our inner workings.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(d) Enhancing the brain's capacity for logical reasoning.,(a) A heightened sense of confusion and disorientation.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,17,65c8d7f023278532f6f49139,PsychedelicsFinalTest,Participant ID|Instructions|Q17|Q18|Q12|Q10|Q1|Q20|Q19|Q6|Q2 |Q3|Q16|Q9|Q7|Q13|Q8|Q11|Q14|Q5|Q15|Q4|Debrief
11/07/2025 03:28,11/07/2025 03:39,IP Address,100,637,TRUE,11/07/2025 03:39,R_2GCgIVOZMTU5Gde,anonymous,EN,0.100000001,6575c4ea606a4f38b29e4e5d,(d) They enhance memory recall and cognitive processing.,(d) The individual's own pre-existing mental contents.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(a) A major impediment in our understanding of neural mechanisms.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(a) A heightened sense of confusion and disorientation.,(a) Increased amygdala activity and reduced prefrontal cortex activity.,(a) Heightens sensory awareness and exploration.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,12,6575c4ea606a4f38b29e4e5d,PsychedelicsFinalTest,Participant ID|Instructions|Q20|Q15|Q12|Q2 |Q11|Q19|Q1|Q16|Q13|Q7|Q17|Q14|Q10|Q18|Q9|Q5|Q4|Q6|Q8|Q3|Debrief
11/07/2025 03:02,11/07/2025 03:40,IP Address,100,2273,TRUE,11/07/2025 03:40,R_842xm2zGaRaa3mz,anonymous,EN,0.899999976,6765e63b9cbc0ec185d7e8fa,(c) They provide a means to explore our inner workings.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(d) Statements 1, 3, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(d) Conventional drugs are designed for short-term use only.,(a) Facilitate profound and enduring psychological transformation.,(b) Higher doses of MDMA are required for therapeutic benefit.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,17,6765e63b9cbc0ec185d7e8fa,PsychedelicsFinalTest,Participant ID|Instructions|Q11|Q16|Q7|Q3|Q8|Q4|Q14|Q13|Q1|Q6|Q15|Q10|Q2 |Q5|Q19|Q18|Q20|Q9|Q17|Q12|Debrief
11/07/2025 03:33,11/07/2025 03:41,IP Address,100,451,TRUE,11/07/2025 03:41,R_8R25aL0il1bRQf9,anonymous,EN,0.800000012,659d874e294242ce3de681c8,(d) They enhance memory recall and cognitive processing.,(b) Entirely novel cognitions brought about by psychedelics.,(c) Implement stricter controls and ethical regulations early on.,(d) A decreased reliability in spiritually therapeutic interventions.,(d) The interplay between the individual’s mindset and usage environment.,"(b) Statements 2, 3",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(a) A heightened sense of confusion and disorientation.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,"(a) Ensure rapid, low-cost availability and accessibility of psychedelics.",(a) MDMA would be available as a take-home prescription.,"(d) Statements 1, 2, 3, and 4",(a) A broader application of psychedelics for human flourishing.,11,659d874e294242ce3de681c8,PsychedelicsFinalTest,Participant ID|Instructions|Q10|Q14|Q5|Q19|Q1|Q13|Q2 |Q8|Q7|Q20|Q3|Q18|Q12|Q15|Q16|Q9|Q17|Q4|Q11|Q6|Debrief
11/07/2025 03:36,11/07/2025 03:46,IP Address,100,592,TRUE,11/07/2025 03:46,R_2XrPIWThOGiv0zL,anonymous,EN,0.400000006,5b15a1369663ee000146421e,(c) They provide a means to explore our inner workings.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,18,5b15a1369663ee000146421e,PsychedelicsFinalTest,Participant ID|Instructions|Q15|Q17|Q7|Q3|Q20|Q18|Q2 |Q13|Q5|Q10|Q8|Q6|Q1|Q9|Q14|Q12|Q4|Q11|Q16|Q19|Debrief
11/07/2025 03:43,11/07/2025 03:50,IP Address,100,385,TRUE,11/07/2025 03:50,R_20BEyq48DxGMPJv,anonymous,EN,1,6694f651114152694e96d7c4,(c) They provide a means to explore our inner workings.,(b) Entirely novel cognitions brought about by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(d) A decreased reliability in spiritually therapeutic interventions.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(a) MDMA is only effective for specific types of trauma.,(d) Create a safe space for the patient's own healing to emerge.,(b) Strengthening the individual's established sense of self.,(c) A complete inability to access personal memories.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(c) The gradual replacement of other conventional therapies.,10,6694f651114152694e96d7c4,PsychedelicsFinalTest,Participant ID|Instructions|Q7|Q16|Q4|Q19|Q3|Q5|Q17|Q14|Q15|Q13|Q11|Q9|Q18|Q10|Q6|Q1|Q2 |Q20|Q12|Q8|Debrief
11/07/2025 03:38,11/07/2025 03:50,IP Address,100,763,TRUE,11/07/2025 03:50,R_8y1KSWwhR9ykWmK,anonymous,EN,0.200000003,67c8c28fccf665e3c35c44ce,(a) They induce states of deep relaxation.,(d) The individual's own pre-existing mental contents.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(a) A major impediment in our understanding of neural mechanisms.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(d) Increased hippocampus activity, decreased DMN activity, and oxytocin release.",(a) Heightens sensory awareness and exploration.,(b) Focus on public education rather than clinical trials.,(b) Administration would only be done by specifically credentialed practitioners.,"(d) Statements 1, 2, 3, and 4",(a) A broader application of psychedelics for human flourishing.,10,67c8c28fccf665e3c35c44ce,PsychedelicsFinalTest,Participant ID|Instructions|Q12|Q9|Q2 |Q1|Q7|Q6|Q3|Q10|Q8|Q18|Q16|Q17|Q19|Q5|Q13|Q11|Q20|Q15|Q4|Q14|Debrief
