StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1 ,Q2,Q3,Q4,Q5 ,Q6 ,Q7,Q8,Q9,Q10,Q11,Q12,Q13 ,Q14 ,Q15,Q16,Q17 ,Q18 ,Q19 ,Q20,SC0,PROLIFIC_PID,FL_14_DO,StemCellsFinalTest_DO
11/07/2025 03:29,11/07/2025 03:34,IP Address,100,292,TRUE,11/07/2025 03:34,R_2rZq4EFG952fSqB,anonymous,EN,0.800000012,6658be27269c7299f759d8e9,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(a) Allows us to better understand disease-preventing strategies.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(c) Statements 3 and 4,(c) Function as a indestructible repository for individual patient-specific data.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,(b) The inherent difficulty in precisely differentiating stem cells into specific tissue types.,(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,10,6658be27269c7299f759d8e9,StemCellsFinalTest,Participant ID|Instructions|Q15|Q6 |Q13 |Q10|Q18 |Q14 |Q20|Q7|Q1 |Q16|Q2|Q12|Q11|Q8|Q5 |Q9|Q19 |Q4|Q3|Q17 |Debrief
11/07/2025 03:18,11/07/2025 03:36,IP Address,100,1075,TRUE,11/07/2025 03:36,R_82QFo9TWq4lSZiL,anonymous,EN,1,572bcdbb34b25a0010ddd977,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,16,572bcdbb34b25a0010ddd977,StemCellsFinalTest,Participant ID|Instructions|Q12|Q1 |Q3|Q10|Q18 |Q4|Q19 |Q14 |Q11|Q13 |Q6 |Q16|Q15|Q8|Q17 |Q7|Q9|Q20|Q5 |Q2|Debrief
11/07/2025 03:25,11/07/2025 03:38,IP Address,100,783,TRUE,11/07/2025 03:38,R_2qdAPd2F3H6W7Sb,anonymous,EN,1,5bb756696322c5000159756c,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.",(d) Stimulating existing damaged neurons to release more dopamine.,(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,9,5bb756696322c5000159756c,StemCellsFinalTest,Participant ID|Instructions|Q11|Q9|Q2|Q5 |Q12|Q10|Q18 |Q8|Q19 |Q4|Q15|Q6 |Q20|Q3|Q13 |Q16|Q7|Q1 |Q14 |Q17 |Debrief
11/07/2025 03:29,11/07/2025 03:41,IP Address,100,708,TRUE,11/07/2025 03:41,R_8fHbNa8AYlR3T7G,anonymous,EN,1,56b78f11e77ebe000cbefe79,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,16,56b78f11e77ebe000cbefe79,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q20|Q8|Q3|Q2|Q1 |Q19 |Q10|Q15|Q4|Q5 |Q16|Q12|Q13 |Q17 |Q11|Q7|Q18 |Q14 |Q9|Debrief
11/07/2025 03:28,11/07/2025 03:41,IP Address,100,756,TRUE,11/07/2025 03:41,R_8fBaW2Qbs0o5AyM,anonymous,EN,0.899999976,6730f965beb7513190d2be93,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(c) Function as a indestructible repository for individual patient-specific data.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,15,6730f965beb7513190d2be93,StemCellsFinalTest,Participant ID|Instructions|Q14 |Q9|Q17 |Q20|Q2|Q1 |Q4|Q11|Q19 |Q18 |Q6 |Q10|Q5 |Q3|Q13 |Q8|Q15|Q7|Q16|Q12|Debrief
11/07/2025 03:36,11/07/2025 03:42,IP Address,100,387,TRUE,11/07/2025 03:42,R_869kWyiBYWM2BZ8,anonymous,EN,0.899999976,5657688f995911000a482d40,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(a) Dividing controllably in the brain without forming tumours.,(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,16,5657688f995911000a482d40,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q9|Q7|Q12|Q8|Q13 |Q16|Q4|Q15|Q1 |Q18 |Q10|Q19 |Q20|Q5 |Q11|Q17 |Q14 |Q2|Q3|Debrief
11/07/2025 03:39,11/07/2025 03:44,IP Address,100,307,TRUE,11/07/2025 03:44,R_2doOlU8VV3GLPS9,anonymous,EN,0.899999976,59edb62fe75b450001a69775,"(b) Their capacity for indefinite self-renewal, ensuring an ample supply for research.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,(a) Considerably reducing the expertise needed by laboratory staff to conduct research.,"(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(a) Stem cell research is inherently too advanced for the general public to comprehend.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(b) iPSCs can naturally become immune to the viral vectors used during their creation.,(a) They are more tightly regulated by the government and face more stringent checks.,"(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,(b) Statements 1 and 2,(c) Every individual has a different genetic makeup.,7,59edb62fe75b450001a69775,StemCellsFinalTest,Participant ID|Instructions|Q2|Q9|Q6 |Q7|Q4|Q19 |Q16|Q5 |Q8|Q11|Q3|Q14 |Q18 |Q20|Q15|Q10|Q1 |Q13 |Q12|Q17 |Debrief
11/07/2025 03:35,11/07/2025 03:46,IP Address,100,635,TRUE,11/07/2025 03:46,R_2D0VSfdPv2VjPUK,anonymous,EN,0.600000024,6813930fa89acc3bcd677b3b,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,15,6813930fa89acc3bcd677b3b,StemCellsFinalTest,Participant ID|Instructions|Q7|Q15|Q4|Q20|Q2|Q13 |Q10|Q11|Q8|Q3|Q6 |Q5 |Q12|Q1 |Q16|Q14 |Q19 |Q9|Q18 |Q17 |Debrief
11/07/2025 03:51,11/07/2025 03:58,IP Address,100,436,TRUE,11/07/2025 03:58,R_233WBZ2bxGBFRu3,anonymous,EN,0.300000012,6693e53801f738a823813ed4,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(c) Function as a indestructible repository for individual patient-specific data.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,10,6693e53801f738a823813ed4,StemCellsFinalTest,Participant ID|Instructions|Q4|Q2|Q5 |Q10|Q16|Q1 |Q7|Q9|Q18 |Q17 |Q3|Q14 |Q12|Q6 |Q8|Q19 |Q11|Q13 |Q20|Q15|Debrief
11/07/2025 03:49,11/07/2025 03:59,IP Address,100,554,TRUE,11/07/2025 03:59,R_8SBUWI7j9AXK3Jv,anonymous,EN,1,6234a3d5cd2f63c705e5842d,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,16,6234a3d5cd2f63c705e5842d,StemCellsFinalTest,Participant ID|Instructions|Q2|Q1 |Q14 |Q7|Q17 |Q3|Q13 |Q16|Q10|Q19 |Q15|Q18 |Q8|Q5 |Q6 |Q9|Q20|Q11|Q12|Q4|Debrief
11/07/2025 03:51,11/07/2025 03:59,IP Address,100,501,TRUE,11/07/2025 03:59,R_2f0Hj6qYoAK1bSQ,anonymous,EN,0.800000012,5fb8dc3c8e8e964121c6aa4c,"(b) Their capacity for indefinite self-renewal, ensuring an ample supply for research.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,14,5fb8dc3c8e8e964121c6aa4c,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q3|Q11|Q2|Q15|Q20|Q18 |Q4|Q1 |Q10|Q17 |Q19 |Q5 |Q14 |Q12|Q13 |Q7|Q16|Q9|Q8|Debrief
11/07/2025 03:51,11/07/2025 03:59,IP Address,100,498,TRUE,11/07/2025 03:59,R_22WeMrQ2tQK3HyH,anonymous,EN,0.800000012,6668c0560adc0e65f62c7c5f,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.",(a) Dividing controllably in the brain without forming tumours.,(a) Allows us to better understand disease-preventing strategies.,(a) A medication effective in young animals provides little benefits to older humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(a) Stem cell research is inherently too advanced for the general public to comprehend.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,13,6668c0560adc0e65f62c7c5f,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q7|Q9|Q8|Q4|Q16|Q20|Q14 |Q15|Q12|Q19 |Q10|Q2|Q3|Q13 |Q5 |Q11|Q1 |Q18 |Q17 |Debrief
11/07/2025 03:32,11/07/2025 04:00,IP Address,100,1688,TRUE,11/07/2025 04:00,R_215BtSXunf66JPO,anonymous,EN,1,67665f7b0329bd3e30515ad2,"(b) Their capacity for indefinite self-renewal, ensuring an ample supply for research.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(c) A treatment tested in male animals may show harmful effects in female humans.,"(b) Allowing for the design and creation of entirely new, synthetic types of stem cells.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(a) Stem cell research is inherently too advanced for the general public to comprehend.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(d) It lowers the manufacturing cost of the drug by leveraging on patients’ stem cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,10,67665f7b0329bd3e30515ad2,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q2|Q19 |Q18 |Q1 |Q15|Q4|Q12|Q5 |Q20|Q7|Q11|Q8|Q9|Q10|Q14 |Q3|Q13 |Q16|Q17 |Debrief
11/07/2025 03:30,11/07/2025 04:01,IP Address,100,1829,TRUE,11/07/2025 04:01,R_8pQfnMvpWa7N2oH,anonymous,EN,0.100000001,672be724a1f9a800fcbd3d02,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(a) Allows us to better understand disease-preventing strategies.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.","(b) To establish a conducive research environment, away from external pressures.",(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(a) They are more tightly regulated by the government and face more stringent checks.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(c) The motor neurones were not actually dying in the dish.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,11,672be724a1f9a800fcbd3d02,StemCellsFinalTest,Participant ID|Instructions|Q19 |Q9|Q12|Q20|Q17 |Q13 |Q14 |Q2|Q5 |Q10|Q4|Q8|Q6 |Q11|Q18 |Q1 |Q15|Q7|Q16|Q3|Debrief
11/07/2025 03:53,11/07/2025 04:02,IP Address,100,554,TRUE,11/07/2025 04:02,R_8J9v3IiDFdvdBuP,anonymous,EN,0.5,672f246d1d67d71960402ef8,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(b) Statements 1, 2, and 3",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,13,672f246d1d67d71960402ef8,StemCellsFinalTest,Participant ID|Instructions|Q19 |Q16|Q18 |Q11|Q8|Q1 |Q7|Q4|Q2|Q9|Q10|Q13 |Q20|Q3|Q6 |Q15|Q12|Q5 |Q17 |Q14 |Debrief
11/07/2025 04:01,11/07/2025 04:06,IP Address,100,337,TRUE,11/07/2025 04:06,R_847UyQ2h9G6u4eJ,anonymous,EN,1,5d0913ff65eb3400019cc1d8,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(c) Statements 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,5d0913ff65eb3400019cc1d8,StemCellsFinalTest,Participant ID|Instructions|Q12|Q17 |Q5 |Q4|Q13 |Q14 |Q19 |Q7|Q16|Q8|Q10|Q18 |Q20|Q1 |Q9|Q2|Q15|Q3|Q11|Q6 |Debrief
11/07/2025 03:56,11/07/2025 04:10,IP Address,100,825,TRUE,11/07/2025 04:10,R_8s7cSdLHUfuspHA,anonymous,EN,0.899999976,6093e78e30fb90f291b261f9,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(c) The high costs that educational institutions will incur to materialize innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(b) Statements 1, 2, and 3",(c) Function as a indestructible repository for individual patient-specific data.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,12,6093e78e30fb90f291b261f9,StemCellsFinalTest,Participant ID|Instructions|Q19 |Q17 |Q20|Q9|Q12|Q18 |Q13 |Q16|Q4|Q15|Q3|Q14 |Q5 |Q2|Q8|Q6 |Q11|Q10|Q1 |Q7|Debrief
11/07/2025 04:11,11/07/2025 04:16,IP Address,100,310,TRUE,11/07/2025 04:16,R_2CWAW8mlfFwEuPq,anonymous,EN,0.899999976,5b5f23420085cb0001872849,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(b) The lack of an adequately representative sample of human subjects for testing.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(a) They are more tightly regulated by the government and face more stringent checks.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(c) The motor neurones were not actually dying in the dish.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,11,5b5f23420085cb0001872849,StemCellsFinalTest,Participant ID|Instructions|Q8|Q12|Q17 |Q14 |Q19 |Q9|Q10|Q18 |Q13 |Q6 |Q15|Q3|Q1 |Q20|Q4|Q16|Q2|Q5 |Q7|Q11|Debrief
